medium	associatedURL	boxHeightInInches	boxLengthInInches	boxWeightInPounds	boxWidthInInches	scannednumber	upc	asin	country	title	fullTitle	series	numberInSeries	edition	aspect	mediacount	genre	price	currentValue	language	netrating	description	owner	publisher	published	rare	purchaseDate	rating	used	signed	hasExperienced	notes	location	paid	condition	notowned	platform	key	developer	esrbrating	players
game							0742725213470	B00004ZCP0	us	Driver 2	Driver 2						Car/ PlayStation/ Cars & Bikes	$39.99	$2.47		3.5	Fine-tuning the white-knuckled car chase formula of its predecessor, Driver 2 features more of the same high-speed, inner-city vehicular mayhem, and casts players once again as Tanner, a hard-boiled undercover cop who's posing as a badass getaway driver--this time, to stop an international mob war./ With computer-animated cinematic sequences doing the lion's share of the storytelling, players must guide Tanner through more than 40 action-packed missions in four different city settings, this time on foot--which primarily allows Tanner to carjack other vehicles--as well as behind the wheel./ While it can be of a lot of fun to play, Driver 2 is no joy ride. The missions can be quite unforgiving and require many restarts to complete, and the cops are quite determined--even at the "Easy" setting. Also, the game's coarse, choppy 3-D graphics often get in the way of things, with slowdowns disrupting the game's pace, and buildings and such popping up out of nowhere. --Joe Hon/ Pros:/  &#x2022; Drive like a bat out of hell in four different city settings/  &#x2022; Action now takes place on foot, as well as behind the wheel/  &#x2022; One- and two-player minigames add replay value/  &#x2022; "Film director" option lets players edit their own car-chase sequences/ Cons:/  &#x2022; Missions can be quite unforgiving--requiring many restarts to complete/  &#x2022; Coarse, choppy 3-D graphics make gameplay more difficult than it needs to be/ 		Atari	17-11-2000		07-07-2005										PlayStation			Teen	
game							0788687304238	B00001ZUGT	us	Fear Effect	Fear Effect						Sci-Fi	$39.99	$3.00		4	Despite its unforgiving difficulty, Fear Effect is an innovative cinematic adventure that serious gamers won't want to miss. Set in a dark, futuristic world, Fear Effect has players switching back and forth between its three anime-style protagonists. With a story that's filled with plot twists and heaps of what the Entertainment Software Rating Board finds offensive, this is far from kiddie fare./ Easily one of the most visually striking PlayStation titles, Fear Effect shines with Japanese-animation-inspired 3-D character graphics and full-motion-video environments that allow for nearly seamless transitions between story sequences and gameplay. With the exception of restoring saves and changing CDs, there's virtually no game interruption./ Unfortunately, it's very easy to die in Fear Effect, which not only wrecks the game's pacing, but can be really quite maddening. Many portions of the game are more frustrating than challenging, requiring players to die and reload their last saved game over and over until they get things just right./ And while Fear Effect's less-than-perfect controls admittedly do take some getting used to, its real-time inventory system is just plain awkward during combat sequences. It's doubtful that professional mercenaries like the ones you're playing would be fumbling about while changing or reloading weapons in the heat of battle./ Despite its flaws, Fear Effect does manage to keep you hooked, and is one of those games you just have to see through to its end. --Joe Hon/ Pros:/  &#x2022; Striking cinematic visuals/  &#x2022; Virtually no game interruptions/  &#x2022; Intriguing storyline and refreshingly mature content/  &#x2022; Fear Meter aspect adds new challenge/ Cons:/  &#x2022; Can be more frustrating than challenging at times/  &#x2022; Awkward real-time inventory system/  &#x2022; Relatively short game length with little to no replay value/  &#x2022; May be unsuitable for younger players/ 		Eidos Interactive	27-02-2000		07-07-2005										PlayStation			Mature	
game							0711719418320	B00002STOT	us	Parappa the Rapper	Parappa the Rapper								$17.50		4	This entirely unique and thoroughly entertaining game, co-developed in Japan and the U.S., features a hip-hop puppy animated in a whimsical, paper-thin style. PaRappa hopes to win the heart of Sunny, the object of his affection, by holding his own with an increasingly adept group of rap masters./ Players control PaRappa by rhythmically pressing the controller's buttons to repeat bits of rap songs in the proper order. The tunes and lyrics are catchy and clever, and the gameplay is completely original. Suitable for children and appealing to adults, this is a must-have disc for PlayStation owners who want to smile. Woven into the storyline are positive messages about self-confidence and respect. Highly skilled players can try their hand at free-form rapping to gain extra points. While this game has inspired sequels and copycats, it still holds up against the test of time. --Jeff Young/ Pros:/  &#x2022; Lighthearted, zany graphics/  &#x2022; Clever songs and positive messages for children/ Cons:/  &#x2022; Can be frustrating for those without rhythm/ 		Sony Computer Entertainment			07-07-2005										PlayStation			Everyone	
game							0662248998015	B000038ABO	us	Parasite Eve	Parasite Eve						Role-Playing/ Greatest Hits Games/ Playstation	$49.99	$8.83		4	Parasite Eve tells the story of Aya Brea of the NYPD on a case involving mass spontaneous human combustion, mutating animals, and the mitochondria revolution. Sound fun? Confusing? Parasite Eve is both./ It begins when Aya is attending an opera at Carnegie Hall. The soloist bursts into song and the audience bursts into flames. Somehow, Aya is the only attendee who isn't affected. Not surprisingly, she wants to know what's going on. This curiosity, coupled with her duties as a police officer, grows into a full-scale investigation./ Parasite Eve's mechanics are simple, yet elegant. From combat to level advancement, the game runs easily and smoothly, making it ideal for someone new to role-playing games (RPGs). Experienced RPGers should still enjoy it for its brilliant storyline./ Technically speaking, the game's graphics and sound are good, but not spectacular. The full-motion cutscenes are superbly done. Parasite Eve is a good game--there's just not enough of it. While it doesn't feel crammed together, the story seems to resolve quickly. Brilliant while it lasted, Parasite Eve left me wanting more. --John Cocking/ Pros:/  &#x2022; Mutating dogs/  &#x2022; Involving storyline/  &#x2022; Elegant game mechanics/ Cons:/  &#x2022; Too short, and it's confusing/ 		Electronic Arts	16-11-1999		07-07-2005										PlayStation			Mature	
game							0023272306359	B00002STL9	us	Star Wars Dark Forces	Star Wars Dark Forces						Shooter/ Star Wars/ Playstation/ Computer & Video Games/ Collections		$7.00		3			LucasArts Entertainment			07-07-2005										PlayStation			Teen	
game							0722674020572	B000006P0K	us	Tekken 2	Tekken 2						Fighting/ Greatest Hits Games/ PlayStation/ Collections	$14.99	$4.40		4.5			Namco			07-07-2005										PlayStation			Teen	
game							0019703431707	B00002SVBA	us	X-COM: UFO Defense	X-COM: UFO Defense						Sci-Fi		$58.85		5			BPS			07-07-2005										PlayStation				
game							0710425270796	B00005O0I2	us	Grand Theft Auto 3	Grand Theft Auto 3						Classic Games & Retro Arcade/ Racing & Flying/ PlayStation2/ Great Gifts for Girls/ Grownups/ Outlet/ Action/ Cars & Bikes/ Electronics/ Video Games/ Select Video Games	$49.99	$2.50		4.5	With Grand Theft Auto III, Rockstar proves that not all developers are concerned with toning down the violence in their games. This sequel is even more bloody, violent, and sadistic than its popular predecessors, offering up an enormous 3-D city in which nearly any criminal act is possible. Players are free to steal cars, beat up the local population for their money (or weapons), make time with prostitutes, or simply roam to their heart's content. Those seeking more structure can embark on dozens of plot-driven missions or steal cars that let them play minigames. Nab a cop car and you can go on vigilante missions. Grab a cab and you can play a deadly version of Crazy Taxi. Take a fire truck and you can earn money putting out fires. The game just never gets boring./ As in real life, there are consequences for your criminality. As your random acts of mayhem mount up, the police start hounding you, eventually calling in SWAT trucks, the FBI, and even the army if you continue down the path of destruction. Shaking these pursuers is easily the most fun part of the game, especially when a bunch of friends are packed in the room to witness your narrow escapes./ Grand Theft Auto III is fine-tuned to near perfection in every category. All the vehicles, from slick sports cars to lumbering dump trucks, handle exactly as you'd expect and smash apart realistically when abused. The three islands in the game are rendered in terrific detail considering their size, and are packed with traffic, pedestrians, and hidden jumps. The audio is equally amazing. Pedestrians talk, cops scream at you, and you can tune in nine different radio stations whenever you are in a car. It all adds up to a monumental achievement: the rare console game for adults that manages to get everything right. --T. Byrl Baker/ Pros:/  &#x2022; Offers an enormous world for players to exploit, rendered in staggering detail/  &#x2022; Equally fun whether you go on plot-based missions or run around as a freelance crook/ Cons:/  &#x2022; Ultraviolence, foul language, and adult situations mean you'll want to keep this far away from kids/  &#x2022; It takes too long to get from one island to another, making some missions tedious/ 		Rockstar Games	01-11-2001		07-07-2005										PlayStation2			Mature	
game							0662248902012	B000066TS5	us	Kingdom Hearts	Kingdom Hearts						Role-Playing/ PlayStation2/ Great Gifts for Boys/ 5-7 Years/ Outlet/ Games/ EA Games/ Action & Adventure/ Strategy/ Eligible PlayStation2 Games/ Electronics/ Video Games/ Select PS2 Games	$49.99	$11.50		4.5	Guide a young boy named Sora, and his friends Riku and Kairi, as he saves the world from destruction at the hands of an evil group known as the Heartless. Set off from Sora's island paradise home with the help of Disney characters such as Donald Duck and Goofy, who are on their way to find their missing king, the one and only Mickey Mouse. Use Sora's secret weapon, the keyblade, in an adventure that takes you through familiar Disney worlds. You will also run into many of Squaresoft's favorite characters as they join the struggle.		Square Enix U.S.A., Inc	20-09-2002		07-07-2005										PlayStation2			Everyone	
game							0710425271212	B0000A03AG	us	Mafia	Mafia						Grownups/ PlayStation2/ Action/ Games/ Cars & Bikes/ Shooter/ Electronics/ Video Games	$49.99	$5.99			Join the struggle for power as you rise from a lowly cab driver into the ranks of a 1930's mafia family. Explore over 12 square miles of an intelligently simulated city; engage in more than 20 action-packed missions ranging from mob hits to car chases; 60 realistically modeled cars with faithfully reproduced physics and over 12 weapons to stop anyone who dares to cross your path!		Take2 Interactive Software	28-01-2004		07-07-2005										PlayStation2			Mature	
game							0083717200529	B00007LV7Y	us	Silent Hill 3	Silent Hill 3						PlayStation2/ Action/ Eligible PlayStation2 Games/ Horror/ Adventure	$49.99	$11.78		4.5	Silent Hill 3 continues the series' trademark brand of psychological horror and terrifying gameplay. As a teenage girl named Heather, players must explore and unravel the mysterious connection between the god-forsaken town and her inner fears. The game features enhanced graphical detail, a more complex storyline, and even more grotesque monsters than the previous games.		Konami	08-08-2003		07-07-2005										PlayStation2			Mature	
game							0083717200505	B00008DWT6	us	Silent Hill 2	KONAMI Silent Hill 2 ( Playstation 2 )						Action/ Horror/ Adventure		$6.99		4			Konami			07-07-2005										PlayStation2		Konami	Mature	
game							0020295500047	B00004WGRX	us	Alone in the Dark: The New Nightmare	Alone in the Dark: The New Nightmare				CD-ROM		Action/ Adventure/ Categories	$49.95	$1.25		3.5	Two adverse adventures await you. Conquer your fears as Edward Carnby or Aline Cedrac. Tame the darkness with sophisticated flashlight technology - locate hard to find survival items and scare off light sensitive monsters.			27-06-2001		07-07-2005										Playstation			Mature	
game							5032921004015	B00004UBMK	uk	Final Fantasy 7	Final Fantasy 7						Role-playing Games	&#x00a3;29.99	&#x00a3;29.99		4.94	Gamers familiar with Squaresoft's popular Final Fantasy series should have little trouble grasping the seventh title's action-packed, role-playing game play. However, Final Fantasy VII's excellent documentation and intuitive controls ensure that beginners won't feel overwhelmed./ Players assume the role of Cloud Strife, a defector of Shinra, the evil corporation maintaining control over the planet. As the game opens, Cloud joins "Avalanche", a resistance group determined to foil the corporation's diabolical plans. Final Fantasy VII features an extremely complex storyline, offering many hours of game play (over 60 minutes of impressive cinematic sequences are also included)./ Final Fantasy VII's gameplay involves exploration, puzzle solving, and real-time combat. Players control Cloud during exploration and take on additional party members for battle sequences, which include both fantastic weaponry and dazzling spells. While the graphics are top-notch--and support 3-D hardware accelerators to sharpen the character models--the sound effects won't impress many; Squaresoft made little effort to utilise a personal computer's sophisticated sound card to its potential./ Although deeply rooted in the limitations of the PlayStation console (limited menu system, weak music, no voice-overs), Final Fantasy VII's highly addictive, easy-to-learn gameplay should provide adventure and role-playing fans many hours of enjoyment. --Doug Radcliffe, Amazon.com/ Pros:/  &#x2022; Epic storyline/  &#x2022; Well-developed characters/  &#x2022; Beautiful graphics and spell effects/  &#x2022; Complex magic system/ Cons:/  &#x2022; Dialogue can get cheesy/  &#x2022; Weak sound/  &#x2022; Frustrating interface/ 		Eidos Interactive			07-07-2005										Playstation				
game							0742725702479	B00064WT0E	us	Hexen: Beyond Heretic	Hexen: Beyond Heretic (Jewel Case)				CD		FPS		$0.49								07-07-2005										Playstation			Rating Pending	
game							0013388200016	B0000657SP	us	Resident Evil	Resident Evil						Horror/ Adventure	$49.99	$7.99		4.5	Resident Evil, the game that is often credited with starting the survival-horror genre, is being reinvented for the GameCube. For those unfamiliar with the series, a mysterious corporation has secretly been performing ungodly biotech experiments in the sleepy little town of Raccoon City. When reports of gory attacks come in from nearby areas, two crack military squads are sent to investigate. Players take the role of either sharpshooter Chris Redfield or demolitions expert Jill Valentine to track down the source of the town's problems--specifically, something in a decaying mansion that's mutating animals into grotesque killers and turning humans into bloodthirsty zombies. Supplies and ammunition are scarce, so players have to know when to fight, when to run, and how to keep their wits about them. Players can't afford to waste their shots and expect their characters to survive./ The story is being retrofitted with motion-captured animation, next-generation graphics, real-time lighting and shadow effects, new areas, and newly rendered in-game video segments to create an even more cinematic experience. Also, a redesigned combat system lets players attack and defend themselves with a variety of items found in the environment./ 		Capcom	03-05-2002		07-07-2005										Playstation			Mature	
game							0663593120144	B00004WESY	us	4x4 Evolution	4x4 Evolution						Racing & Flying/ Car	$44.99	$8.99		4.5	We've all seen the commercials for sport utility vehicles, and wanted to be the one to drive the windy roads and rutted fields--our tires churning sheets of mud from the unpaved earth. For most of us, however, 4x4 Evolution is as close as we're going to get, which fortunately isn't too far off at all./ Players start the game with 30 grand and a choice of vehicle, which includes just about all of the authentic SUV and pickup models that are available today, plus specialized models that are accessible only to the manufacturers' team drivers. 4x4 Evolution follows a format that's common to race games, in which the player is required to win races to accumulate funds to build a better rig./ Driving presents a few difficulties that are not faced in normal on-street race games. For instance, even if your truck has an automatic transmission, you face the added challenge of toggling between high and low four-wheel drive, as you lurch over boulders and smash through trees, gates, and an occasional telephone pole./ And there's a lot to conquer. The game's 16 courses run through salvage yards, down muddied country roads, and across desert dunes, arctic wastes, and pine-studded forests; each environment exquisitely rendered in three dimensions./ As if this weren't enough, you can use the Dreamcast modem and SegaNet to play online with up to four other people./ On the downside, 4x4 Evolution is afflicted by an annoying soundtrack, although you have the option of turning off the music. Slightly more incapacitating is a glitch that places an invisible wall in the path of your vehicle--although we only encountered this once in several hours of play, and it was resolved after restarting the race. --Benjamin Reese/ Pros:/  &#x2022; Sixteen courses, chock-full of hidden shortcuts/  &#x2022; Beautifully rendered graphics/  &#x2022; Large variety of authentic four-by-four vehicles/  &#x2022; Up to four can play via SegaNet/ Cons:/  &#x2022; Annoyingly repetitive soundtrack/  &#x2022; Occasional "invisible wall" glitch/ 		Gathering of Developers	02-11-2000		07-07-2005										Sega Dreamcast			Everyone	
game							0018946010120	B00004KHAG	us	Dead or Alive 2	Dead or Alive 2						Fighting		$14.69		4.5	While you may not be familiar with the original Dead or Alive--a run-of-the-mill fighting game most famous for the bouncing breasts of its female combatants--the sequel Dead or Alive 2 is a major-league contender that ranks up there with genre giants (including Soul Calibur and the Tekken series)./ Dead or Alive 2 features drop-dead gorgeous visuals, with gracefully animated 3-D characters rendered in great (and in some cases, downright naughty) detail. Not merely scenic backdrops, the lavish 3-D arenas are also highly interactive: fighters get slammed and thrown against walls, and, in some cases, they can be thrown through windows and off ledges, with the camera viewpoint following the aggressor as he or she jumps down to the lower level of the arena to continue the punishment./ A game that plays as good as it looks, Dead or Alive 2 sports a rich combat system that's heavy on the counterattacks. Gameplay moves along at a blazingly fast pace, and the simple controls are easy to pick up on and make executing combo moves a breeze; this is a brawler that both button-mashers and hardcore gamers will enjoy./ Unlike other fighting games which contain hidden features that must be "unlocked,"Dead or Alive 2 pretty much lays all its cards out on the table from the start. There are 12 fighters to choose from (each with at least one alternate costume) and seven modes of play are available (including tag battle mode and a two-on-two battle royal that up to four players can join). --Joe Hon/ Pros:/  &#x2022; Drop-dead gorgeous visuals/  &#x2022; Blazingly fast gameplay; simple yet effective controls/  &#x2022; Highly interactive 3-D arenas/  &#x2022; 7 modes of play, including tag battle mode/ Cons:/  &#x2022; Virtually none to speak of/ 		Tecmo, Inc.			07-07-2005										Sega Dreamcast			Teen	
game							0785138370033	B00004U62B	us	Evil Dead: Hail to the King	Evil Dead: Hail to the King						Sega Dreamcast/ Action/ More Big Toy Book Store/ Horror/ Video Games & Accessories	$44.99	$4.50		3.5			THQ	24-12-2000		07-07-2005										Sega Dreamcast			Mature	
game							0722674021012	B00004U4Q9	us	Namco Museum Volume 1	Namco Museum Volume 1						Arcade/ Collections	$29.99	$12.49		3	Remember those great arcade games of the '80s, like Pac-Man and Galaga? Well, they're now bundled together for retrogaming marathons. Namco Museum Volume 1 features true-to-the-arcade versions of six titles, including Ms. Pac-Man, Dig-Dug, Pole Position, and Galaxian. The games have an arcade debug feature to add more credits or change the difficulty settings. Players can save their high scores and game progress to the separately sold Virtual Memory Unit.		Namco	28-07-2000		07-07-2005										Sega Dreamcast			Everyone	
game							0010086510102	B00000K4C0	us	Rippin' Riders	Rippin' Riders						Sports & Outdoors/ Adventure/ Boarding & Blading	$49.99	$2.47		3.5	One hundred years from now, a historian may categorize snowboarding's greatest achievement as its expansion of the English vocabulary. For its part, snowboarding has brought new meanings to the words "indy,""mute,""method," and "melancholy." For those not attuned to the sport's phat lingo, these are all terms for snowboarding maneuvers that generally refer to grabbing a particular part of the board while airborne. Not a word of this terminology is overlooked in the first snowboarding game for the Dreamcast. Also included are appropriately stylized characters, each with two outfits to choose from, and licensed gear from real snowboarding companies Bonfire and Salomon./ Armed with a glossary in the form of a user manual, players will soon be able to talk the talk. But in this game, walking the walk, or rather pulling the tricks, requires quite a bit of controller dexterity. Luckily the game is not based solely on snowboarding tricks, but also has a healthy dose of racing at its core. What makes this game stand out is the length and detail of each downhill course. Jumping off the roof of sheep farms, avoiding falling icicles, and catching the spotlight of a hovering helicopter are all in a day's play in Rippin' Riders--and that's just the first track!/ A unique two-player mode challenges players to shrink the opponent's split screen by outscoring him or her. Track graphics are up to snuff, but the players look a bit chunky. --Jeff Young/ Pros:/  &#x2022; Outstanding course design with plenty of details and multiple checkpoints/  &#x2022; Groovy outfits and snowboards for each character/ Cons:/  &#x2022; Many of the tricks are difficult to execute/  &#x2022; You never see other racers on the course, except in multiplayer mode/ 		Sega of America, Inc.	10-11-1999		07-07-2005										Sega Dreamcast			Everyone	
game							4974365503017	B00004U1V0	uk	Sonic Adventure	Sonic Adventure						Arcade & Platform Games/ Family & Entertainment/ Ages 5-8/ Ages 9-11/ Sonic the Hedgehog/ Characters & Brands/ Dreamcast/ Sega Dreamcast/ Children's PC & Video Games	&#x00a3;9.99	&#x00a3;4.98		4.5	When you think of Sega, three words normally spring to mind: Blue, Spikey and Hedgehog. You've guessed it: Sonic is Back. This time it's with the Sega Dreamcast and in full Technicolor. With a new lease of life, new friends and new baddies, Sonic has certainly got his work cut out for him--in a breezy, buzzing world that shows the transfer of an old game to a new console needn't be limp. Now we are granted shots of Sonic running at high speed, the calming ocean in the background and other graphical niceties. There are times when you have to be precise with the position of Sonic, and after bouncing your way through numerous trampolines this it can be annoying. Still, every time our little friend turns and waves everything just seems all right. This game ranks with other titles in the genre. If you're a Sonic fan, but never got around to getting this title for your collection then it certainly is a must. If however you are a slightly less devoted Sega fan, then perhaps other titles such as Rayman 2 that have moved the genre are most appropriate. This said, a Sega console without Sonic the Hedgehog is like a fish without a bicycle. --Stuart Miles		Sega			07-07-2005										Sega Dreamcast				
game							0722674020923	B00000K125	us	Soul Calibur	Soul Calibur						Fighting/ Sega Dreamcast		$14.91		5	Featuring graphics that surpass even the amazing NFL 2K, Soul Calibur is the martial arts fighting game to end all fighting games and the game to get if you're a Dreamcast owner. Based on the arcade classic of the same name, Soul Calibur lets you choose to represent one of 10 fighters in a series of battles against your peers. If you can successfully defeat all of your opponents, you will then face the fiendish Inferno in a final showdown that will determine the fate of the world. Each of the game's warriors is armed with a different deadly weapon--sword, ax, stave, nunchaku, you name it--and an assortment of special moves all tailored to that specific weapon. The warriors include men, women, and creatures from all over the globe and from various mythologies. Each is brought to life with amazing motion-capture animation, which results in incredibly lifelike and realistic duels. If you own a Dreamcast or are thinking of buying one, do yourself a favor and add Soul Calibur to your collection. --Mike Ryan/ Pros:/  &#x2022; Exceptionally lifelike graphics and animation/  &#x2022; Multiple game modes--1-player, 2-player, team, computer vs. computer, martial arts demo, and more/  &#x2022; Secrets and extra features will keep players coming back/ Cons:/  &#x2022; May be too violent for some parents/ 		Namco	09-09-1999		07-07-2005										Sega Dreamcast			Teen	
game							0023272654481	B00004W4S2	us	Star Wars Episode I: Jedi Power Battles	Star Wars Episode I: Jedi Power Battles						Fighting/ Star Wars/ Computer & Video Games/ Fantasy	$39.99	$30.00		4	The battle that pits the noble Jedi Knights against the nasty Trade Federation continues in Star Wars Episode I: Jedi Power Battles in its triumphant form on the Dreamcast. For fans of very basic arcade beat-'em-ups, this is quite possibly the most improved translation of a bad PlayStation game ever made for the Dreamcast. Saber-swinging action on a console never has looked better./ Yes, the game has bright and shiny graphics that take advantage of the Dreamcast's extra processing muscle. The music and sound effects also are excellent, and probably are the elements that capture the atmosphere of the films most effectively. But the game relies heavily on the basic walk-from-left-to-right-and-chop-up-the-baddies formula. Jedi Power Battles really hasn't moved this style of gameplay forward from the now-ancient Double Dragon and Final Fight games of yore./ Fortunately, LucasArts made quite a few wise tweaks for this new version. In addition to the original playable characters (Obi-Wan Kenobi, Qui-Gon Jinn, and Mace Windu), the Dreamcast version adds the speedy Ki-Adi-Mundi. In addition to distinctive speed, strength, and personal style of saber attack, each character has special Force powers that get stronger as the game progresses. Of course, using your lightsaber like a Louisville Slugger to hit laser blasts into line drives is the coolest Jedi trick in the game./ The Dreamcast version runs very quickly and smoothly (supposedly at 60 frames per second), no matter how much action is taking place on the screen. New to this version are training levels for up-and-coming Jedis and a cool mano a mano fighting mode (think Street Fighter with lightsabers) that's good for a few laughs./ Without the Star Wars name, this game could've been considered rather ordinary. But Jedi Power Battles delivers the fun for all who ever wanted a chance to go toe-to-toe with Darth Maul and all of his friends from the Dark Side. Neither original nor deep in gameplay, Jedi Power Battles does show that the Force is still strong in the Dreamcast. --Mark Brooks/ Pros:/  &#x2022; Very good graphics, music, and sound/  &#x2022; Nice extras like hidden characters, training mode, and one-on-one fight mode add to its value/ Cons:/  &#x2022; It's basically yet another mindless beat-'em-up with lots of jumping/  &#x2022; Could've been a bit longer/ 		Lucasarts Entertainment	13-10-2000		07-07-2005										Sega Dreamcast			Teen	
game							0010086510591	B00004S99R	us	Shenmue	Shenmue						Adventure	$49.99	$9.95		4.5	To say that Shenmue is an anticipated title is an understatement; the game made huge waves in Japan upon its release, and American gamers have been waiting since then to see what the fuss is all about. It's a game in which the concept itself is the selling point. What if you could portray a young hero in a fully realized Japanese city? Would you like to participate in and influence an over-the-top kung fu-style action-mystery flick in your living room? What if lots of combat, cinematic flourish, detail, and a dash of romance were thrown in?/ The game itself is awash in small details, crammed into a confined space. The city of Yokusuka circa 1986 is rendered beautifully in a short series of neighborhoods that are long on detail even if short on variety. The story itself is ripped straight from a chopsocky flick: you portray the young hero Ryo Hazuki, whose father (a kung fu sensei, naturally) is killed before his very eyes by a mysterious and frightening villain. Ryo must uncover the identity of the killer and fight his way through the city in an effort to avenge this wrongful death./ Shenmue's Yokusuka might be short on space--in total, it represents maybe a square mile--but the detail is overwhelming. You can interact with nearly every person or object that you see; 300 citizens go about their daily routines, and whom you encounter is as much determined by where you are as when you are there./ Much of this interaction involves combat that ranges from Dragon's Lair-style reaction tests (such as timing a button press to dodge an oncoming car) to freeform kung fu fighting. Further, each second of real time equals about a minute of game time, and Ryo has to be home by 11 p.m. each evening. The game moves at a brisk pace, and each challenge or battle feels like a race against time. Some might say that gaming doesn't get shallower than this (you are essentially performing tasks and exploring, instead of gaming), but the game feels like no other and is ultimately satisfying by the time that it all ends. In this way, Shenmue is more than a game--it's an event that's worth experiencing. --Andrew S. Bub/ Pros:/  &#x2022; Compelling, well-told story/  &#x2022; Good action and combat/  &#x2022; Fantastic sound and graphics/ Cons:/  &#x2022; Plot is familiar to fans of kung fu action films/  &#x2022; Task-and-exploration gameplay might seem slow to action gamers/ 		Sega of America, Inc.	10-11-2000		07-07-2005										Sega Dreamcast		Sega	Teen	
game							0010086812008	B00002STW1	us	Daytona USA	Daytona USA						Car		$2.79		4			Acclaim			08-07-2005										Sega Saturn			Everyone	
game							0010086810165	B00004SW0L	us	Mr. Bones	Mr. Bones						Fantasy		$29.75		5			Sega of America, Inc.			08-07-2005										Sega Saturn				
game							0010086810516	B00002STVP	us	Sky Target	Sky Target						Shooter		$5.00					Acclaim			08-07-2005										Sega Saturn			Mature	
game							0010086810158	B00002STVR	us	Virtua Cop	Virtua Cop						Shooter		$2.69		5			Sega of America, Inc.			08-07-2005										Sega Saturn				
game							0010086810141	B00002STV1	us	Virtua Fighter 2	Virtua Fighter 2						Fighting		$1.90		5			Acclaim			08-07-2005										Sega Saturn			Teen	
game							0805529097681	B00008G75X	us	Crimson Skies	Crimson Skies				Video Game/ CD-ROM		Shooter/ Video Games	$19.99	$3.44		4.5	In Crimson Skies: High Road to Revenge, you'll pilot classic aircraft in a major swashbuckling adventure!		Microsoft	2006-06-15 12:00:00 +0000		2007-02-11 15:28:20 -0500										Xbox			Teen	
game							0083717300335	B0002RQ384	us	Dance Dance Revolution Ultramix 2	Dance Dance Revolution Ultramix 2				Video Game/ CD-ROM		Action/ Video Games	$39.99	$23.99		4.5	Dance Dance Revolution Ultramix 2 lets players compete against other dancers online, conduct tournaments, and download new songs and characters. Experience the best in interactive dancing games with 100 minutes of energetic dance music, including exclusively-licensed songs and dance hits. You'll be dancing all night long!		Konami	2004-11-16 12:00:00 +0000		2007-02-11 15:31:47 -0500										Xbox			Everyone	
game							0018946010359	B0000B0MN5	us	Dead or Alive 3	Dead or Alive 3						Game Hardware/ Gaming Accessories/ Action/ Fighting/ Select Video Games		$6.98		4.5	Tecmo (01035) Dead or Alive 3 Xbox		Tecmo	15-08-2003		07-07-2005										Xbox			Teen	
game							0018946010342	B0000AI1KE	us	Dead or Alive Ultimate	Dead or Alive Ultimate				Video Game/ CD-ROM		Fighting	$49.99	$6.50		4	Dead or Alive Ultimate brings fantastic fighting action to the world. This collection beings together the classic Dead Or Alive with Dead or Alive 2 -- then adds Xbox Live support. Fight other DOA fans around the world and enjoy the new features and locations as you use each character's combat skills to fight your way to the top. You'll also learn the answers to questions posed by the endings of many fan favorites.		Tecmo	2004-10-28 12:00:00 +0000		2007-02-11 15:27:24 -0500										Xbox			Mature	
game							0020626720632	B00008NRMA	us	Fallout: Brotherhood of Steel	Fallout: Brotherhood of Steel						Grownups/ Xbox/ Games/ Shooter/ Adventure/ Role-Playing/ Action/ Select Video Games	$49.99	$15.00		3	In this gritty and darkly humorous 3rd person action adventure, players join the courageous Brotherhood of Steel, whose mission is to maintain peace in the grim post-apocalyptic world of Fallout. Battling raiders, mutants and a host of radioactive nightmares, players attempt to save the scattered remnants of the human race. Life is hard, mutation		Vivendi Universal Games	13-01-2004		07-07-2005										Xbox			Mature	
game							0020626721097	B000095ZGX	us	Futurama	Futurama				Video Game		Action	$19.99	$35.00		4	MODEL- 72109 VENDOR- VIVENDI FEATURES- Futurama FUTURAMA begins when Professor Farnsworth sells his delivery ship Planet Express to the evil businesswoman Mom, giving her ownership of over fifty percent of the Earth, making her the supreme ruler. You must prevent Mom from enslaving humanity and dominating the universe by taking the Planet Express crew back in time to stop the deal from taking place. Play as Fry, Bender, Leela and Dr. Zoidberg, each with their own special fighting skills and weapons as you visit familiar scenes from the hit series: Planet Express, the Red Light District, New New York, as well as a host of new environments. With each characters unique skills, you can master their power ups and complete their tasks leading them to victory against Mom and her death bot troopers. The game also contains the series original cast voiceovers and is written by the shows Emmy Award winning writer. -- SPECIFICATIONS ------------------- ESRB Rating : T for Teen Genre//Category : Action//Adventure System : Microsoft Xbox Number of Players : Compatible Peripherals: MANUFACTURER WARRANTY:andnbsp;andnbsp;90 DAYS		Vivendi Universal	2003-10-21 12:00:00 +0000		2007-02-11 15:29:01 -0500										Xbox			Teen	
